SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
U27T48192,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx192""(16')H",55,,,"48""",,"192""",,20600 lbs,113.0 lbs,,
U27K48192,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx192""(16')H",55,,,"48""",,"192""",,22605 lbs,113.0 lbs,,
U37T48192,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx192""(16')H",55,,,"48""",,"192""",,29800 lbs,143.0 lbs,,
U37K48192,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx192""(16')H",55,,,"48""",,"192""",,31400 lbs,143.0 lbs,,
U18T30204,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx204""(17')H",55,,,"30""",,"204""",,13250 lbs,86.0 lbs,,
U18K30204,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx204""(17')H",55,,,"30""",,"204""",,15450 lbs,86.0 lbs,,
U27T30204,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx204""(17')H",55,,,"30""",,"204""",,20600 lbs,108.0 lbs,,
U27K30204,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx204""(17')H",55,,,"30""",,"204""",,22605 lbs,108.0 lbs,,
U37T30204,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx204""(17')H",55,,,"30""",,"204""",,29800 lbs,141.0 lbs,,
U37K30204,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx204""(",55,,,"30""",,"204""",,31400 lbs,141.0 lbs,,
U18T36204,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx204""(17')H",55,,,"36""",,"204""",,13250 lbs,890.0 lbs,,
U18K36204,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx204""(17')H",55,,,"36""",,"204""",,15450 lbs,90.0 lbs,,
U27T36204,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx204""(17')H",55,,,"36""",,"204""",,20600 lbs,112.0 lbs,,
U27K36204,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx204""(17'-0",55,,,"36""",,"204""",,22605 lbs,112.0 lbs,,
U37T36204,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx204""(17')H",55,,,"36""",,"204""",,29800 lbs,144.0 lbs,,
U37K36204,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx204""(17')H",55,,,"36""",,"204""",,31400 lbs,144.0 lbs,,
U18T42204,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx204""(17')H",55,,,"42""",,"204""",,13250 lbs,93.0 lbs,,
U18K42204,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx204""(17')H",55,,,"42""",,"204""",,15450 lbs,93.0 lbs,,
U27T42204,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx204""(17')H",55,,,"42""",,"204""",,20600 lbs,115.0 lbs,,
U27K42204,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx204""(17')H",55,,,"42""",,"204""",,22605 lbs,115.0 lbs,,
U37T42204,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx204""(17')H",55,,,"42""",,"204""",,29800 lbs,147.0 lbs,,
U37K42204,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx204""(17')H",55,,,"42""",,"204""",,31400 lbs,147.0 lbs,,
U18T48204,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx204""(17')H",55,,,"48""",,"204""",,13250 lbs,97.0 lbs,,
U18K48204,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx204""(17')H",55,,,"48""",,"204""",,15450 lbs,97.0 lbs,,
U27T48204,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx204""(17')H",55,,,"48""",,"204""",,20600 lbs,119.0 lbs,,
U27K48204,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx204""(17')H",55,,,"48""",,"204""",,22605 lbs,119.0 lbs,,
U37T48204,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx204""(17')H",55,,,"48""",,"204""",,29800 lbs,151.0 lbs,,
U37K48204,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx204""(17')H",55,,,"48""",,"204""",,31400 lbs,151.0 lbs,,
U18T30216,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx216""(18')H",55,,,"30""",,"216""",,13250 lbs,90.0 lbs,,
U18K30216,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx216""(18')H",55,,,"30""",,"216""",,15450 lbs,90.0 lbs,,
U27T30216,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx216""(18')H",55,,,"30""",,"216""",,20600 lbs,114.0 lbs,,
U27K30216,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx216""(18')H",55,,,"30""",,"216""",,22605 lbs,114.0 lbs,,
U37T30216,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx216""(18')H",55,,,"30""",,"216""",,29800 lbs,148.0 lbs,,
U37K30216,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx216""(18')H",55,,,"30""",,"216""",,31400 lbs,148.0 lbs,,
U18T36216,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx216""(18')H",55,,,"36""",,"216""",,13250 lbs,94.0 lbs,,
U18K36216,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx216""(18')H",55,,,"36""",,"216""",,15450 lbs,94.0 lbs,,
U27T36216,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx216""(18')H",55,,,"36""",,"216""",,20600 lbs,117.0 lbs,,
U27K36216,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx216""(18')H",55,,,"36""",,"216""",,22605 lbs,117.0 lbs,,
U37T36216,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx216""(18')H",55,,,"36""",,"216""",,29800 lbs,151.0 lbs,,
U37K36216,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx216""(18')H",55,,,"36""",,"216""",,31400 lbs,151.0 lbs,,
U18T42216,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx216""(18')H",55,,,"42""",,"216""",,13250 lbs,97.0 lbs,,
U18K42216,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx216""(18')H",55,,,"42""",,"216""",,15450 lbs,97.0 lbs,,
U27T42216,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx216""(18')H",55,,,"42""",,"216""",,20600 lbs,121.0 lbs,,
U27K42216,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx216""(18')H",55,,,"42""",,"216""",,22605 lbs,121.0 lbs,,
U37T42216,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx216""(18')H",55,,,"42""",,"216""",,29800 lbs,155.0 lbs,,
U37K42216,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx216""(18')H",55,,,"42""",,"216""",,31400 lbs,155.0 lbs,,
U18T48216,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx216""(18')H",55,,,"48""",,"216""",,13250 lbs,101.0 lbs,,
U18K48216,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx216""(18')H",55,,,"48""",,"216""",,15450 lbs,101.0 lbs,,
U27T48216,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx216""(18')H",55,,,"48""",,"216""",,20600 lbs,124.0 lbs,,
U27K48216,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx216""(18')H",55,,,"48""",,"216""",,22605 lbs,124.0 lbs,,
U37T48216,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx216""(18')H",55,,,"48""",,"216""",,29800 lbs,158.0 lbs,,
U37K48216,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx216""(18')H",55,,,"48""",,"216""",,31400 lbs,158.0 lbs,,
U18T30228,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx228""(19')H",55,,,"30""",,"228""",,13250 lbs,95.0 lbs,,
U18K30228,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx228""(19')H",55,,,"30""",,"228""",,15450 lbs,95.0 lbs,,
U27T30228,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx228""(19')H",55,,,"30""",,"228""",,20600 lbs,120.0 lbs,,
U27K30228,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx228""(19')H",55,,,"30""",,"228""",,22605 lbs,120.0 lbs,,
U37K30228,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx228""(19')H",55,,,"30""",,"228""",,31400 lbs,155.0 lbs,,
U37T30228,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx228""(19')H",55,,,"30""",,"228""",,29800 lbs,155.0 lbs,,
U18T36228,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx228""(19')H",55,,,"36""",,"228""",,13250 lbs,98.0 lbs,,
U18K36228,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx228""(19')H",55,,,"36""",,"228""",,15450 lbs,98.0 lbs,,
U27T36228,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx228""(19')H",55,,,"36""",,"228""",,20600 lbs,123.0 lbs,,
U27K36228,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx228""(19')H",55,,,"36""",,"228""",,22605 lbs,123.0 lbs,,
U37T36228,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx228""(19')H",55,,,"36""",,"228""",,29800 lbs,159.0 lbs,,
U37K36228,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx228""(19')H",55,,,"36""",,"228""",,31400 lbs,159.0 lbs,,
U18T42228,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx228""(19')H",55,,,"42""",,"228""",,13250 lbs,101.0 lbs,,
U18K42228,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx228""(19')H",55,,,"42""",,"228""",,15450 lbs,101.0 lbs,,
U27T48228,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx228""(19')H",55,,,"48""",,"228""",,20600 lbs,130.0 lbs,,
U27K48228,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx228""(19')H",55,,,"48""",,"228""",,22605 lbs,130.0 lbs,,
U37T48228,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx228""(19')H",55,,,"48""",,"228""",,29800 lbs,165.0 lbs,,
U37K48228,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx228""(19')H",55,,,"48""",,"228""",,31400 lbs,165.0 lbs,,
U18K48228,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx228""(19')H",55,,,"48""",,"228""",,15450 lbs,105.0 lbs,,
U18T48228,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx228""(19')H",55,,,"48""",,"228""",,13250 lbs,105.0 lbs,,
U27T42228,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx228""(19')H",55,,,"42""",,"228""",,20600 lbs,126.0 lbs,,
U27K42228,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx228""(19')H",55,,,"42""",,"228""",,22605 lbs,130.0 lbs,,
U37T42228,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx228""(19')H",55,,,"42""",,"228""",,29800 lbs,162.0 lbs,,
U37K42228,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx228""(19')H",55,,,"42""",,"228""",,31400 lbs,162.0 lbs,,
U18T30240,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx240""(20')H",55,,,"30""",,"240""",,13250 lbs,102.0 lbs,,
U18K30240,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx240""(20')H",55,,,"30""",,"240""",,15450 lbs,102.0 lbs,,
U27T30240,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx240""(20')H",55,,,"30""",,"240""",,20600 lbs,128.0 lbs,,
U27K30240,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx240""(20')H",55,,,"30""",,"240""",,22605 lbs,128.0 lbs,,
U37T30240,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx240""(20')H",55,,,"30""",,"240""",,29800 lbs,166.0 lbs,,
U37K30240,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx240""(20')H",55,,,"30""",,"240""",,31400 lbs,166.0 lbs,,
U18T36240,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx240""(20')H",55,,,"36""",,"240""",,13250 lbs,106.0 lbs,,
U18K36240,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx240""(20')H",55,,,"36""",,"240""",,15450 lbs,106.0 lbs,,
U27T36240,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx240""(20')H",55,,,"36""",,"240""",,20600 lbs,132.0 lbs,,
U27K36240,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx240""(20')H",55,,,"36""",,"240""",,22605 lbs,132.0 lbs,,
U37T36240,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx240""(20')H",55,,,"36""",,"240""",,29800 lbs,170.0 lbs,,
U37K36240,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx240""(20')H",55,,,"36""",,"240""",,31400 lbs,170.0 lbs,,
U18T42240,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx240""(20')H",55,,,"42""",,"240""",,13250 lbs,110.0 lbs,,
U18K42240,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx240""(20')H",55,,,"42""",,"240""",,15450 lbs,110.0 lbs,,
U27T42240,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx240""(20')H",55,,,"42""",,"240""",,20600 lbs,136.0 lbs,,
U27K42240,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx240""(20')H",55,,,"42""",,"240""",,22605 lbs,136.0 lbs,,
U37T42240,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx240""(20')H",55,,,"42""",,"240""",,29800 lbs,174.0 lbs,,
U37K42240,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx240""(20')H",55,,,"42""",,"240""",,31400 lbs,174.0 lbs,,
U18T48240,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx240""(20')H",55,,,"48""",,"240""",,13250 lbs,115.0 lbs,,
U18K48240,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx240""(20')H",55,,,"48""",,"240""",,15450 lbs,115.0 lbs,,
U27T48240,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx240""(20')H",55,,,"48""",,"240""",,20600 lbs,140.0 lbs,,
U27K48240,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx240""(20')H",55,,,"48""",,"240""",,22605 lbs,140.0 lbs,,
U37T48240,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx240""(20')H",55,,,"48""",,"240""",,29800 lbs,178.0 lbs,,
U37K48240,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx240""(20')H",55,,,"48""",,"240""",,31400 lbs,178.0 lbs,,
U18T30252,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx252""(21')H",55,,,"30""",,"252""",,13250 lbs,106.0 lbs,,
U18K30252,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx252""(21')H",55,,,"30""",,"252""",,15450 lbs,106.0 lbs,,
U27T30252,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx252""(21')H",55,,,"30""",,"252""",,20600 lbs,134.0 lbs,,
U27K30252,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx252""(21')H",55,,,"30""",,"252""",,22605 lbs,134.0 lbs,,
U37T30252,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx252""(21')H",55,,,"30""",,"252""",,29800 lbs,173.0 lbs,,
U37K30252,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx252""(21')H",55,,,"30""",,"252""",,31400 lbs,173.0 lbs,,
U18T36252,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-36""Dx252""(21')H",55,,,"36""",,"252""",,13250 lbs,110.0 lbs,,
U18K36252,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-36""Dx252""(21')H",55,,,"36""",,"252""",,15450 lbs,110.0 lbs,,
U27T36252,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx252""(21')H",55,,,"36""",,"252""",,20600 lbs,138.0 lbs,,
U27K36252,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx252""(21')H",55,,,"36""",,"252""",,22605 lbs,138.0 lbs,,
U37T36252,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx252""(21')H",55,,,"36""",,"252""",,29800 lbs,177.0 lbs,,
U37K36252,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx252""(21')H",55,,,"36""",,"252""",,31400 lbs,177.0 lbs,,
U18T42252,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-42""Dx252""(21')H",55,,,"42""",,"252""",,13250 lbs,114.0 lbs,,
U18K42252,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-42""Dx252""(21')H",55,,,"42""",,"252""",,15450 lbs,114.0 lbs,,
U27T42252,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx252""(21')H",55,,,"42""",,"252""",,20600 lbs,142.0 lbs,,
U27K42252,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx252""(21')H",55,,,"42""",,"252""",,22605 lbs,142.0 lbs,,
U37T42252,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx252""(21')H",55,,,"42""",,"252""",,29800 lbs,181.0 lbs,,
U37K42252,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx252""(21')H",55,,,"42""",,"252""",,31400 lbs,181.0 lbs,,
U18T48252,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-48""Dx252""(21')H",55,,,"48""",,"252""",,13250 lbs,118.0 lbs,,
U18K48252,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-48""Dx252""(21')H",55,,,"48""",,"252""",,15450 lbs,118.0 lbs,,
U27T48252,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx252""(21')H",55,,,"48""",,"252""",,20600 lbs,146.0 lbs,,
U27K48252,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx252""(21')H",55,,,"48""",,"252""",,22605 lbs,146.0 lbs,,
U37T48252,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx252""(21')H",55,,,"48""",,"252""",,29800 lbs,186.0 lbs,,
U37K48252,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx252""(21')H",55,,,"48""",,"252""",,31400 lbs,186.0 lbs,,
U18T30264,U18T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x1 5/8POST 13250 LB.NOM.CAP.EA-30""Dx264""(22')H",55,,,"30""",,"264""",,13250 lbs,110.0 lbs,,
U18K30264,U18K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x1 5/8POST 15450 LB.NOM.CAP.EA-30""Dx264""(22')H",55,,,"30""",,"264""",,15450 lbs,110.0 lbs,,
